JSON File,Asset,Total Count,Total Value (USD)
filter_operateBlocknumber.json,jiyuu,92.46816865,125.26
filter_operateBlocknumber.json,jizzrocket,252594.0441,792
filter_operateBlocknumber.json,jpeg-d,4.62E-12,86.45
filter_reentrancy.json,kanagawa-nami,250000,86.45
filter_const-address.json,,0,115199.82
filter_const-address.json,kanagawa-nami,250000,0.1
filter_const-address.json,,0,0.27
filter_constant-chainID.json,keep-network,18891027.69,0.27
filter_reentrancy.json,kelvpn,1040269.726,0.27
filter_operateBlocknumber.json,kiba-inu,220226116.7,1258.04
filter_operateBlocknumber.json,kimchi-finance,2282599973,1258.04
filter_const-address.json,,0,0.01
filter_constant-chainID.json,kin,16679.99262,0.01
filter_reentrancy.json,kin,21098733074,0
filter_reentrancy.json,kishimoto,2694383096,85.01
filter_const-address.json,kishu-inu,2.21E+11,0
filter_reentrancy.json,kishu-inu,2.21E+11,48.78
filter_reentrancy.json,kittenfinance,1242.771868,1315129.18
filter_operateBlocknumber.json,kleros,32990.05378,0
filter_constant-chainID.json,kleros,1000,0
filter_const-address.json,kondux-v2,11392,0
filter_reentrancy.json,kondux-v2,11392,83.71
filter_const-address.json,konomi-network,4862.879335,0.03
filter_const-address.json,kyber-network,10.9709758,339.99
filter_operateBlocknumber.json,kyber-network,0.0032,0.12
filter_const-address.json,landwolf,31873.41371,72.11
filter_reentrancy.json,lever-network,944732.0288,0.01
filter_operateBlocknumber.json,libra-credit,7.740375627,33286.1
filter_reentrancy.json,libra-credit,7.740375627,96.94
filter_constant-chainID.json,libra-credit,7.740375627,3.23
filter_reentrancy.json,lido-dao,300,3.23
filter_const-address.json,lido-dao,47.4473312,94.12
filter_reentrancy.json,liquid-staking-derivative,3488.906436,340.04
filter_const-address.json,liquid-staking-derivative,3488.906436,24.95
filter_const-address.json,liquity,66206.79457,1198.53
filter_const-address.json,liquity-usd,0.1,284.07
filter_reentrancy.json,livepeer,0.016541741,934.82
filter_constant-chainID.json,livepeer,0.016541741,1555.66
filter_operateBlocknumber.json,livepeer,0.016541741,6.59
filter_constant-chainID.json,local-coin-swap,15348.84877,84.65
filter_reentrancy.json,local-coin-swap,15348.84877,6918.91
filter_reentrancy.json,lockchain,0.069031988,46.34
filter_constant-chainID.json,lockchain,0.069031988,46.34
filter_constant-chainID.json,loom-network,2.56E-08,7913.47
filter_operateBlocknumber.json,loom-network,838.7,0
filter_reentrancy.json,loom-network,2.56E-08,0
filter_reentrancy.json,lords,283.0506918,0
filter_const-address.json,lp-3pool-curve,1275586.01,34.33
filter_operateBlocknumber.json,lp-3pool-curve,3.89E-15,766740
filter_const-address.json,luckyinu,3.58E+11,1145247.59
filter_reentrancy.json,luckyinu,3.58E+11,0
filter_reentrancy.json,luffy-inu,1082113,0
filter_constant-chainID.json,lunch-money,133.089,64105.18
filter_operateBlocknumber.json,maga-coin-eth,1420043.828,969.66
filter_const-address.json,magic-internet-money,0.125137598,0.8
filter_reentrancy.json,maker,1.42E-06,0
filter_const-address.json,maker,0.020154459,0
filter_reentrancy.json,marginswap,1125000,0
filter_operateBlocknumber.json,martin-shkreli-inu,66400000,1.78
filter_reentrancy.json,marutaro,944781.1104,1.78
filter_const-address.json,marutaro,944781.1104,0
filter_const-address.json,marvin-inu,82564591,6030.06
filter_operateBlocknumber.json,mastermind,19990356.93,0
filter_operateBlocknumber.json,matic-network,317.6904749,3229.44
filter_constant-chainID.json,matic-network,1340.369665,0.01
filter_reentrancy.json,matic-network,1045.450371,0.01
filter_const-address.json,matic-network,27.90294583,0.01
filter_reentrancy.json,matrix-ai-network,37320.54789,14.05
filter_const-address.json,maximus-dao,2000,4.91
filter_operateBlocknumber.json,megaweapon,99.2911766,4.91
filter_operateBlocknumber.json,melos-studio,3543904.91,0.18
filter_const-address.json,messi-coin,42208.37026,0
filter_operateBlocknumber.json,,0,96.52
filter_reentrancy.json,messi-coin,42208.37026,0.13
filter_operateBlocknumber.json,meta,259613.7649,0
filter_constant-chainID.json,metal,0.00046716,2.13
filter_reentrancy.json,metal,0.00046716,10.39
filter_operateBlocknumber.json,metal,0.00046716,0
filter_reentrancy.json,meta-ruffy,37310812.53,214.97
filter_const-address.json,metavisa,2000000000,214.97
filter_reentrancy.json,metis-token,13024.53753,0
filter_reentrancy.json,mithril,2.5,0.2
filter_constant-chainID.json,mithril,2.5,0
filter_reentrancy.json,mixmarvel,18759782.09,0.2
filter_const-address.json,mondo-community-coin,79006.015,16159.36
filter_constant-chainID.json,monetha,310,102.85
filter_const-address.json,,0,0
filter_reentrancy.json,mongoose,5.58E+20,18.31
filter_const-address.json,mononoke-inu,360,18.31
filter_reentrancy.json,mononoke-inu,360,62.62
filter_operateBlocknumber.json,multivac,1000,62.82
filter_constant-chainID.json,multivac,1000,27.62
filter_operateBlocknumber.json,musd,3.34E-15,111.12
filter_operateBlocknumber.json,muse-2,316.5387222,8.54
filter_operateBlocknumber.json,mute,5.04E-14,754.72
filter_operateBlocknumber.json,mysterium,19999,3421.98
filter_reentrancy.json,nebulas-token,0.689838704,440259.34
filter_constant-chainID.json,nebulas-token,0.689838704,0.11
filter_operateBlocknumber.json,nebulas-token,0.689838704,113.15
filter_constant-chainID.json,nexo,11.06039033,8.31
filter_const-address.json,nft-protocol,200,8.31
filter_reentrancy.json,nft-protocol,200,8.31
filter_operateBlocknumber.json,,0,1708.8
filter_operateBlocknumber.json,nftx,0.01,10.14
filter_operateBlocknumber.json,nix-bridge-token,7.17E-16,0.82
filter_const-address.json,noisegpt,1712.301215,11.14
filter_operateBlocknumber.json,nucleus-vision,800,5893.94
filter_reentrancy.json,nucleus-vision,12697.1,0
filter_constant-chainID.json,nucleus-vision,800,370.77
filter_const-address.json,nusd,10.48626622,390.27
filter_reentrancy.json,nusd,5.30E-11,38818.27
filter_operateBlocknumber.json,oax,900,1237.2
filter_reentrancy.json,oax,900,76.46
filter_reentrancy.json,odyssey,3442,775840.48
filter_constant-chainID.json,odyssey,3418,0.27
filter_const-address.json,odyssey,6,0.27
filter_operateBlocknumber.json,odyssey,9,0.27
filter_operateBlocknumber.json,offshift,25854.51985,0.71
filter_operateBlocknumber.json,okb,1.805244381,18.25
filter_constant-chainID.json,old,1,1085.17
filter_constant-chainID.json,,0,0
filter_const-address.json,old-bitcoin,2514.061986,0
filter_reentrancy.json,old-bitcoin,2514.061986,0
filter_operateBlocknumber.json,omisego,116.8896673,0.1
filter_constant-chainID.json,omisego,66.0793601,0.1
filter_constBlocknumber.json,omisego,29.04843077,0.1
filter_reentrancy.json,omisego,8.983157105,428.48
filter_const-address.json,omisego,65.868,427.07
filter_operateBlocknumber.json,omniaverse,791696.4384,430
filter_reentrancy.json,oneledger,1060140.254,0.15
filter_reentrancy.json,openocean,21324391.54,0.15
filter_reentrancy.json,open-platform,267.4968,0.15
filter_reentrancy.json,origin-protocol,586.845,9296.11
filter_reentrancy.json,ost,22502.61379,18.27
filter_constant-chainID.json,ost,22502.61379,300
filter_operateBlocknumber.json,ost,22502.61379,263.89
filter_operateBlocknumber.json,paal-ai,2850,3468.13
filter_operateBlocknumber.json,,0,48.9
filter_const-address.json,paxos-standard-token,10.14558049,48.9
filter_constant-chainID.json,paxos-standard-token,0.815441976,48.9
filter_reentrancy.json,paxos-standard-token,11.14558049,11.41
filter_reentrancy.json,paybolt,102932893,4.61
filter_constant-chainID.json,pchain,0.304,0
filter_reentrancy.json,piccolo-inu,39027112192,0
filter_const-address.json,piccolo-inu,37077069992,4810.23
filter_const-address.json,pickle-finance,20982.84952,3931.61
filter_constant-chainID.json,,0,0.77
filter_const-address.json,pnetwork,32078.08269,198.53
filter_reentrancy.json,pochi-inu,19911485.27,0.09
filter_reentrancy.json,polker,211519979.8,0.65
filter_reentrancy.json,polymath,3.196552853,1416.71
filter_constant-chainID.json,polymath,3.196552853,1429.19
filter_operateBlocknumber.json,polymath,3.196552853,1539.67
filter_const-address.json,pop-chest-token,68859.35,16.54
filter_const-address.json,,0,5319.73
filter_reentrancy.json,power-ledger,51.383536,0
filter_reentrancy.json,project-galaxy,251.7806634,343.73
filter_reentrancy.json,proton,0.0005,8583.77
filter_operateBlocknumber.json,proton,0.0005,13.79
filter_constant-chainID.json,proton,0.0005,6.46
filter_reentrancy.json,pumapay,15333.53189,871.44
filter_operateBlocknumber.json,pumapay,15333.53189,205.72
filter_constant-chainID.json,pumapay,15333.53189,12858.43
filter_reentrancy.json,pundi-x,731408.2717,0.38
filter_constant-chainID.json,pundi-x,728819.169,428.68
filter_operateBlocknumber.json,pundi-x,726427.2203,1483.17
filter_const-address.json,,0,0
filter_constant-chainID.json,qash,5.697504,24602.09
filter_operateBlocknumber.json,qash,5.697504,13277.78
filter_reentrancy.json,qash,5.697504,7301.26
filter_reentrancy.json,quadrant-protocol,1353655.174,19.41
filter_operateBlocknumber.json,quant,2.19270648,0
filter_reentrancy.json,quant,28.81700594,1367.48
filter_const-address.json,quant,0.151774982,3370.68
filter_constant-chainID.json,quant,2.49270648,18274.49
filter_reentrancy.json,quarkchain,3715.376384,0
filter_constant-chainID.json,quarkchain,3715.376384,0
filter_operateBlocknumber.json,quarkchain,3715.376384,0
filter_operateBlocknumber.json,quick,0.14324801,383.87
filter_reentrancy.json,radio-caca,14189.34741,1939.45
filter_operateBlocknumber.json,raiden-network-token,1.00E-18,0
filter_reentrancy.json,raiden-network-token,0.0038,0
filter_reentrancy.json,rai-finance,169485.8444,0
filter_operateBlocknumber.json,rarible,1000.41,0
filter_reentrancy.json,rbx-token,225.2252252,0.02
filter_operateBlocknumber.json,reef,71175.33747,11263.39
filter_operateBlocknumber.json,refereum,1046.61,35640
filter_reentrancy.json,renbtc,1.00E-05,279.09
filter_operateBlocknumber.json,republic-protocol,17426.58777,279.09
filter_constant-chainID.json,republic-protocol,16176.18777,0
filter_const-address.json,republic-protocol,16034.91188,37526.07
filter_reentrancy.json,republic-protocol,187.1777686,53287.22
filter_reentrancy.json,rio-defi,1670371.54,0.03
filter_const-address.json,ripio-credit-network,6.00E-18,0.03
filter_constant-chainID.json,ripio-credit-network,130064.9428,0.03
filter_constant-chainID.json,rlc,2641.16044,0
filter_operateBlocknumber.json,rollbit-coin,127,7.19
filter_reentrancy.json,safemoon-inu,5386926.385,0
filter_operateBlocknumber.json,sai,8.680258203,0
filter_reentrancy.json,sai,542.5498946,20620.02
filter_constant-chainID.json,sai,36.76961841,29.69
filter_operateBlocknumber.json,saiko-the-revival,86056.32512,0.98
filter_const-address.json,saitama-inu,216151.3043,384.16
filter_reentrancy.json,saitama-inu,747853.8425,164.89
filter_operateBlocknumber.json,sanshu-inu,1.03E+14,0.12
filter_operateBlocknumber.json,scarcity,234.7751306,5987.79
filter_reentrancy.json,sentinel-protocol,135120.75,34875901.53
filter_reentrancy.json,shadows,1240660.859,0.92
filter_operateBlocknumber.json,shapeshift-fox-token,200,14.27
filter_reentrancy.json,shibadoge,1.27E+19,3.37
filter_reentrancy.json,shiba-inu,696967395.9,0.06
filter_operateBlocknumber.json,shiba-inu,128553720.6,0.66
filter_const-address.json,shiba-inu,52154174.31,368.65
filter_const-address.json,shibaken-finance,11591706,93.49
filter_constant-chainID.json,shibaken-finance,3.82E+12,6.66
filter_reentrancy.json,,0,40.51
filter_reentrancy.json,shibaken-finance,7.78E+12,2768679.57
filter_const-address.json,shiba-nodes,26292285.49,28722.23
filter_operateBlocknumber.json,shibarium-dao,20204689.55,25.31
filter_const-address.json,shih-tzu,1.25E+14,102872.32
filter_reentrancy.json,shih-tzu,1.25E+14,9.71
filter_reentrancy.json,shinji-inu,1.24E+20,1.06
filter_operateBlocknumber.json,sifchain,1.73E-13,1.06
filter_reentrancy.json,sirin-labs-token,54.67037713,348.96
filter_constant-chainID.json,skale,103942.7588,0.03
filter_reentrancy.json,small-doge,1.98E+11,0.02
filter_reentrancy.json,snibbu,11036.70386,0.02
filter_const-address.json,snibbu,11036.70386,292.29
filter_reentrancy.json,sopay,32,0
filter_constant-chainID.json,spaceswap-milk2,2344841.382,0
filter_reentrancy.json,spacey-2025,1225149.051,12010.52
filter_reentrancy.json,spankchain,4.743080424,1938.15
filter_constant-chainID.json,spankchain,4.743080424,37.95
filter_operateBlocknumber.json,spankchain,4.743080424,15063.56
filter_operateBlocknumber.json,spell-token,9.91E-12,32291.54
filter_reentrancy.json,spherium,1000,0
filter_reentrancy.json,stackos,41898975.44,43.34
filter_const-address.json,,0,2.79
filter_operateBlocknumber.json,staked-ether,6.347863982,0
filter_const-address.json,staked-ether,1.00E-18,0
filter_reentrancy.json,starlink,8888888,0
filter_constant-chainID.json,stasis-eurs,0.91,0.01
filter_reentrancy.json,stats,378.8759101,0
filter_const-address.json,stats,882.6934144,7.76
filter_constBlocknumber.json,status,136649.0661,3.62
filter_operateBlocknumber.json,status,795913288.5,3.62
filter_constant-chainID.json,status,2.66745705,3.62
filter_reentrancy.json,status,20.97835705,599296.3
filter_reentrancy.json,storj,5.012,0
filter_operateBlocknumber.json,storj,21.24,7942.57
filter_operateBlocknumber.json,streamr-xdata,5198.409405,14.75
filter_constBlocknumber.json,streamr-xdata,9.26307535,2.18
filter_constant-chainID.json,streamr-xdata,0.787599511,0.85
filter_reentrancy.json,streamr-xdata,1318.338608,3.11
filter_operateBlocknumber.json,strong,1.417714286,25783
filter_reentrancy.json,studentcoin,11686.44716,0
filter_operateBlocknumber.json,sudoswap,14892500,0
filter_constant-chainID.json,sunrise,115717451,0.21
filter_operateBlocknumber.json,sushi,62727.02515,9.52
filter_const-address.json,sushi,15.43238124,0.66
filter_operateBlocknumber.json,swerve-dao,517.9724935,10.65
filter_constant-chainID.json,swftcoin,161,0.66
filter_reentrancy.json,swftcoin,161,2899.78
filter_operateBlocknumber.json,swingby,915760.9262,2888.35
filter_reentrancy.json,swtcoin,20000,37421.11
filter_operateBlocknumber.json,swtcoin,20000,0
filter_constant-chainID.json,swtcoin,40078.10568,19069.96
filter_constBlocknumber.json,synapse-2,247.7058,2.9
filter_reentrancy.json,tax-haven-inu,5.19E+19,913.96
filter_operateBlocknumber.json,terrausd-wormhole,2.11E-13,0.58
filter_operateBlocknumber.json,tether,15083.57487,0.58
filter_constBlocknumber.json,tether,38,6860.49
filter_constant-chainID.json,tether,1940.728362,164.7
filter_reentrancy.json,tether,32334.44973,0
filter_const-address.json,tether,12026.47467,3705.52
filter_operateBlocknumber.json,the-graph,2.17E-05,4273.66
filter_operateBlocknumber.json,the-sandbox,71,9.16
filter_reentrancy.json,tiger-king,2582848,18431.53
filter_constant-chainID.json,tokenclub,8.66E-09,73123.94
filter_reentrancy.json,tokenclub,8.66E-09,39360.54
filter_const-address.json,,0,4780.69
filter_reentrancy.json,tokenize-xchange,0.00010476,93.54
filter_const-address.json,tokenize-xchange,0.00010605,1.67
filter_operateBlocknumber.json,tokenize-xchange,0.00045344,3176532.75
filter_constant-chainID.json,tokpie,10.8553,90968.94
filter_reentrancy.json,tomochain,4.029789829,4558.42
filter_constant-chainID.json,tomochain,4.029789829,4663.25
filter_operateBlocknumber.json,tomochain,4.029789829,7616.14
filter_reentrancy.json,torum,9206063.135,2.61
filter_const-address.json,totoro-inu,3.45E+13,1979011.86
filter_reentrancy.json,tradestars,3258087.418,1468.56
filter_reentrancy.json,tradix,5054.468654,150691.46
filter_reentrancy.json,tranche-finance,21.91979786,36342.82
filter_constant-chainID.json,tranche-finance,56.31501533,67991.57
filter_operateBlocknumber.json,tribe-2,6.55376355,9468.57
filter_reentrancy.json,tribe-2,54289.59511,2.49
filter_reentrancy.json,tronclassic,8.94E-09,2.49
filter_constant-chainID.json,tronclassic,8.95E-09,472.95
filter_const-address.json,,0,11387.72
filter_const-address.json,truefi,1.61757266,10154.45
filter_const-address.json,trueusd,9.526324746,6265.15
filter_constant-chainID.json,trueusd,0.663796562,4645.14
filter_reentrancy.json,trueusd,0.663796562,29.68
filter_operateBlocknumber.json,trueusd,10.65102798,0
filter_const-address.json,uma,763.1012653,0.14
filter_operateBlocknumber.json,unfederalreserve,822505.1275,0.15
filter_operateBlocknumber.json,uni-ald-weth-0xed6c2f053af48cba6cbc0958124671376f01a903,902.5320207,0
filter_const-address.json,uni-bac-dai-0xd4405f0704621dbe9d4dea60e128e0c3b26bddbd,4.45E-14,0.15
filter_operateBlocknumber.json,uni-band-weth-0xf421c3f2e695c2d4c0765379ccace8ade4a480d9,60.79393992,2.27
filter_reentrancy.json,uni-boost-weth-0xbc6d37be25b06471d9e094dbb800c1d006e5a9ed,0.70352942,46.4
filter_reentrancy.json,unibright,6,112.89
filter_operateBlocknumber.json,unibright,6,0.47
filter_const-address.json,,0,0
filter_constant-chainID.json,unibright,9506,0.54
filter_operateBlocknumber.json,uni-chedda-weth-0x32a505bf9db617d23bf3ebaac9aef80cb24a828c,19188.28622,0.54
filter_operateBlocknumber.json,uni-coshi-weth-0x1c6faf9ad252390ee5e6f0b2f8d2fc927a8eb4e6,1.523238014,0.54
filter_operateBlocknumber.json,uni-cream-weth-0xddf9b7a31b32ebaf5c064c80900046c9e5b7c65f,7.77E-16,88533.21
filter_operateBlocknumber.json,uni-cvp-weth-0x12d4444f96c644385d8ab355f6ddf801315b6254,22.35734916,6841.79
filter_operateBlocknumber.json,uni-dai-weth-0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,22.59609325,0
filter_const-address.json,,0,770.26
filter_const-address.json,unidex,5.421614426,16227.45
filter_const-address.json,,0,988.6
filter_operateBlocknumber.json,uni-elon-weth-0x7b73644935b8e68019ac6356c40661e1bc315860,152407.1274,0
filter_operateBlocknumber.json,uni-ersdl-weth-0x7ba9b94127d434182287de708643932ec036d365,5572.024568,25730.29
filter_const-address.json,,0,0.06
filter_operateBlocknumber.json,uni-kimchi-weth-0xc4da39e646e7f5d233b89ca0f7b75344e7ddb2cc,55381.61295,0.27
filter_operateBlocknumber.json,uni-moma-weth-0x611abc072ee91c0cc19ffef97ac7e69a1a7a17ec,538.6351772,0.27
filter_const-address.json,,0,0.27
filter_const-address.json,,0,461.37
filter_const-address.json,,0,248.12
filter_operateBlocknumber.json,uni-pickle-weth-0xdc98556ce24f007a5ef6dc1ce96322d65832a819,0.428706093,3929058.42
filter_constant-chainID.json,unique-utility-token,342,1602385.46
filter_reentrancy.json,uni-shibdoge-weth-0x3016a43b482d0480460f6625115bd372fe90c6bf,121314264.9,568.38
filter_operateBlocknumber.json,uni-susd-weth-0xf80758ab42c3b07da84053fd88804bcb6baa4b5c,391.0331343,1248.86
filter_operateBlocknumber.json,uniswap,415.0073705,570.77
filter_const-address.json,uniswap,405.6780023,1139.15
filter_reentrancy.json,uniswap,677.8001035,0
filter_operateBlocknumber.json,uni-usdc-usdt-0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,1.00E-12,0
filter_operateBlocknumber.json,uni-usdc-weth-0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0.007470654,1676.59
filter_operateBlocknumber.json,uni-weth-hoge-0x7fd1de95fc975fbbd8be260525758549ec477960,0.030448989,0
filter_operateBlocknumber.json,uni-weth-msi-0x6e48dbea2d3b37e4d605fda71e85c52ebc40aa40,921878.2164,0
filter_operateBlocknumber.json,uni-weth-usdt-0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0.000128028,0
filter_operateBlocknumber.json,uni-weth-yasha-0x3b35a99780fc2c85943e67a901f10bd7317fec75,2076505.091,0
filter_operateBlocknumber.json,uni-yfi-weth-0x2fdbadf3c4d5a8666bc06645b8358ab803996e28,0.351172636,0
filter_const-address.json,upcx,1,32.9
filter_reentrancy.json,upcx,1,32.9
filter_reentrancy.json,usd-coin,4654.442128,32.9
filter_gasleft.json,usd-coin,473.899839,40.05
filter_operateBlocknumber.json,usd-coin,6277.691231,3.82
filter_const-address.json,usd-coin,11410.51935,27.35
filter_constant-chainID.json,usd-coin,10174.77449,0.71
filter_operateBlocknumber.json,value-liquidity,0.036864,0
filter_constant-chainID.json,value-liquidity,802.2520408,785.12
filter_reentrancy.json,verasity,18.57937602,602098.97
filter_constant-chainID.json,veritaseum,0.00576812,715.85
filter_reentrancy.json,veritaseum,0.00576812,0
filter_operateBlocknumber.json,veritaseum,7.55E-10,0
filter_reentrancy.json,very-special-dragon,618151.8208,0
filter_reentrancy.json,vetme,15000,0.06
filter_const-address.json,vinlink,46457197.4,0.47
filter_constant-chainID.json,voxel-x-network,236.29365,0.03
filter_constant-chainID.json,waltonchain,0.222406737,0.45
filter_operateBlocknumber.json,wepower,1500,9.2
filter_constant-chainID.json,wepower,1500,0.11
filter_reentrancy.json,wepower,1500.000027,9.2
filter_constBlocknumber.json,weth,1.00E-07,
filter_reentrancy.json,,0,
filter_operateBlocknumber.json,weth,0.23629624,
filter_const-address.json,weth,27.15967562,
filter_constant-chainID.json,weth,2.098883608,
filter_reentrancy.json,weth,4.978158013,
filter_operateBlocknumber.json,whale,1280.7282,
filter_operateBlocknumber.json,white-rhinoceros,12036.00312,
filter_reentrancy.json,witch-token,78877.65364,
filter_reentrancy.json,wliti,13,
filter_reentrancy.json,worldcore,907,
filter_constant-chainID.json,worldcore,907,
filter_operateBlocknumber.json,worldcore,907,
filter_operateBlocknumber.json,wpt-investing-corp,27360.67382,
filter_const-address.json,wrapped-bitcoin,0.00379368,
filter_reentrancy.json,wrapped-bitcoin,24.4998082,
filter_operateBlocknumber.json,wrapped-bitcoin,60.07367158,
filter_reentrancy.json,wrapped-fantom,1286.450438,
filter_reentrancy.json,,0,
filter_constant-chainID.json,wrapped-fantom,1410.345191,
filter_operateBlocknumber.json,wrapped-fantom,644.5774603,
filter_const-address.json,wrapped-fantom,641.872978,
filter_const-address.json,wrapped-nxm,3.21E-05,
filter_reentrancy.json,wrapped-nxm,3.21E-05,
filter_const-address.json,wrapped-steth,0.440820431,
filter_reentrancy.json,xceltoken-plus,50,
filter_operateBlocknumber.json,xceltoken-plus,150,
filter_constant-chainID.json,xceltoken-plus,150,
filter_const-address.json,xen-crypto,9684.457063,
filter_operateBlocknumber.json,xen-crypto,1000,
filter_constant-chainID.json,xyo-network,3500,
filter_operateBlocknumber.json,xyo-network,3500,
filter_reentrancy.json,xyo-network,3500,
filter_operateBlocknumber.json,yasha-dao,15000465.71,
filter_operateBlocknumber.json,yearn-finance,0.003374162,
filter_const-address.json,yearn-finance,0.00047158,
filter_reentrancy.json,yearn-finance,8.71E-05,
filter_reentrancy.json,yflink,6.90E-05,
filter_operateBlocknumber.json,yield-app,9427.687493,
filter_constant-chainID.json,yield-guild-games,436303.5981,
filter_const-address.json,yvyfi-0xe14d13d8b3b85af791b2aadd661cdbd5e6097db1,0.082226552,
filter_reentrancy.json,zebi,13.86923227,
filter_operateBlocknumber.json,zebi,13.86923227,
filter_constant-chainID.json,zebi,13.86923227,
filter_const-address.json,zeniq,1.49184778,
filter_reentrancy.json,zeniq,11.64494567,
filter_operateBlocknumber.json,zeon,95,
filter_operateBlocknumber.json,zion-token,69,
filter_operateBlocknumber.json,zombie-inu-2,96,
filter_const-address.json,zombie-inu-2,7937.8175,
filter_reentrancy.json,zombie-inu-2,7937.8175,
